,CME,FBHS,ADSK,ULTA,TSCO
2020-10-01,121.69315760879975,51.33531259873265,116.73945365031541,188.28019124384534,81.52448280468656
2020-10-02,121.32151564598348,51.26939074286902,116.25240386787202,188.81198657037496,81.09919024243538
2020-10-05,122.41651218694797,51.52226325851947,115.67350315716882,187.36950522010065,81.29313291624482
2020-10-06,122.23496462080064,51.324628387519155,115.69672604179075,186.7457698651359,81.12645954018609
2020-10-07,122.67727602593358,51.286780911521106,115.72059177442988,187.93114178181924,81.90622980963907
2020-10-08,121.77975143892868,51.4564015795033,115.82499029242571,186.7976785387643,81.92158338749064
2020-10-09,120.94474717570218,51.381968460777344,116.57905905221998,185.60367337521504,82.0537083179387
2020-10-12,120.83681609766795,51.31166685873467,117.19805740799701,186.48125648013234,82.53774173103231
2020-10-13,121.23990514700557,51.19123230118013,116.58584913440183,185.7148383164997,82.44618004988936
2020-10-14,121.17510991068258,51.179761089633466,116.69453866291258,185.1403593157468,82.9670087736451
2020-10-15,121.64199593926506,51.27114621434096,119.11157488724177,185.76312955049883,82.56706486419087
2020-10-16,120.92982899920773,51.44012562279242,119.71924304671538,185.10442443833912,83.44482663221497
2020-10-19,121.4286572657308,51.18782666771931,120.23441341211185,184.73014800199485,82.42386582308976
2020-10-20,122.78078454671325,51.2279279547073,118.534482186587,185.90944388814216,82.1440114458054
2020-10-21,122.88899998881556,51.15077653495008,116.73428675937704,186.52575768001162,82.1115708839028
2020-10-22,121.85223842500915,50.939711884070995,116.33549599189726,186.2858266817389,83.80996922722544
2020-10-23,121.24282435296317,50.94126143789303,115.92796650918346,185.86872920004618,82.41541112470028
2020-10-26,122.37051281895681,50.96061957750965,116.57070604579629,188.4018386586808,82.1114261116701
2020-10-27,123.00297628899628,50.935159129455506,116.43320487271394,190.17296105305337,82.03272213508703
2020-10-28,127.04187869027659,51.20747064736134,116.3096012702038,189.72079166640592,82.15582872058631
2020-10-29,126.72582890848922,51.25592993430329,116.32062611369905,188.8776640575484,81.97735737271104
2020-10-30,126.26784367409351,51.050295303644035,116.60833274380394,189.2717501146083,81.95722052029119
2020-11-02,125.28750352080124,51.18155135084534,117.08317243172034,190.59545827666594,81.82538513430852
2020-11-03,124.3086508103266,51.129436320420325,116.45493313569584,190.71589400773072,81.79579562024182
2020-11-04,125.59800522042124,51.5817142227549,118.77961620675178,190.05251123264242,81.82661087254536
2020-11-05,125.50186630269255,51.72842161580426,118.5745075112589,189.6894992285614,81.76336277952494
2020-11-06,125.04496284489149,51.457191400626186,117.71309518598993,190.52207391713725,81.33486978578297
2020-11-09,124.94360594594158,51.5781393419106,121.08054604357162,190.83768936070095,82.52884113416614
2020-11-10,125.44380035312739,51.49760673553685,118.33193684756276,190.3446467808131,82.5767684643744
2020-11-11,123.24253014791128,51.49587571090919,119.15052344148484,185.68529295758032,81.65218349570341
2020-11-12,122.63001988807514,51.38516535579854,117.7677573564538,185.70228470906187,81.60074109568528
2020-11-13,123.120792498376,51.393865611572416,118.57553606808644,187.12962705687607,81.55580186435988
2020-11-16,122.95411538328513,51.37806448779851,117.69730924936717,185.63559983363723,82.1168598961373
2020-11-17,122.49355297523748,51.330867034126705,117.63275123723828,185.35372132947862,81.78125469718978
2020-11-18,121.97356245408177,51.27050965612644,117.4543528768607,185.83655617806602,81.72409668942481
2020-11-19,121.65377417965118,51.398500169089914,118.11173729486572,184.81906938801293,81.65192097538812
2020-11-20,122.16854671958568,51.222447160272424,118.51722975292498,184.8203726525337,81.58414440692897
2020-11-23,122.93314005328466,51.40422073065138,117.91938109691435,185.33146016252934,82.15260512553827
2020-11-24,123.69528745828622,51.365092616118375,118.6328861468223,185.2913618833283,81.72726237557977
2020-11-25,123.17702499569806,51.222602303707276,123.13926681870498,184.23904622954197,81.2821147841884
2020-11-27,121.48667747841789,51.20785803581685,119.96121907599559,183.9601722784542,81.51999293517653
2020-11-30,123.3268590082952,51.22960726485667,122.96682283808687,185.26182356908203,82.99140772059555
2020-12-01,124.64589466370525,51.104399931088125,121.62519902615765,184.67013443198192,81.82300507880299
2020-12-02,123.38618172772767,51.08923818631846,120.74362136214863,184.67561166530567,81.25233417077453
2020-12-03,122.7497093208963,51.18359360260594,121.5074131982033,186.99300266706143,81.21273027879809
2020-12-04,122.76241423020356,50.94827204062188,121.37731683071925,187.59914042865933,81.15627682923224
2020-12-07,122.39284832394024,51.12027627592135,120.99883202498329,184.51195334252657,81.58459995688784
2020-12-08,122.92170981088395,51.003157086556435,120.68382042534715,184.34239862837512,81.03650772627071
2020-12-09,122.4550544552518,51.26134961162746,121.0017489478614,184.2263341169597,80.93808963218726
2020-12-10,123.39102188256471,51.06792429915947,120.13204790097045,183.23813907759492,80.78606334548454
2020-12-11,123.25443565613206,51.03720871984843,119.93401856926715,183.90533654315888,81.33244340316298
2020-12-14,121.77250910371237,50.96326359774483,122.66212091352682,183.55016526022172,81.53429257117406
2020-12-15,122.30958930879146,51.14834783499721,121.54515641241407,182.93093497369497,81.29455361442167
2020-12-16,121.95278001439323,51.38593543139336,121.99730356532275,183.37247042632032,81.60466345804313
2020-12-17,123.4123471991105,51.66122288245863,122.62573571575241,183.1026136567816,82.2277361234184
2020-12-18,124.71681466457143,52.09579750848168,126.22817564822721,185.77899415428675,82.6624909987986
2020-12-21,122.7141160869488,51.767709575088325,123.67924308196577,183.52410349214298,81.92279561365241
2020-12-22,121.30450152733691,51.44559983538461,123.79102631655937,182.75246874809073,82.28064361843141
2020-12-23,121.71653909629931,51.258384021363675,122.90288356717454,182.93832835809792,81.50272836385338
2020-12-24,120.24810492291385,51.32567301998049,121.93098575674674,182.22784489876187,81.09725029451725
2020-12-28,121.08901520909271,51.2611784837175,122.34047994371315,183.7920370659294,81.08471881005505
2020-12-29,120.72414826991235,51.08276353363729,121.76125780900135,182.45733921385883,81.02851629902587
2020-12-30,120.56960733599259,51.16208790174568,121.55626161191147,183.2784944873636,80.94113177937031
2020-12-31,121.87812152088382,50.980201499777735,122.81178396753486,182.8405588626848,80.79085434123857
2021-01-04,121.48478039225745,51.07815436322731,122.75758384408336,183.04600266386885,81.20181252215635
2021-01-05,121.9269724837954,51.0570210066107,123.17782966413772,182.65577004298657,80.8387218322573
2021-01-06,125.42231197466843,51.24706889351511,124.11043338951322,183.35858537566935,81.59421669373177
2021-01-07,125.74167867439671,51.283588717816116,125.89992137943642,183.06518883101643,81.59154902405727
2021-01-08,125.01106585255285,51.25263055058876,126.52035007205176,183.23879070985532,81.83949174066247
2021-01-11,124.00536360608407,51.28635779306242,126.1126880019344,182.76117596402406,82.24242567929599
2021-01-12,124.70542419336905,51.53258076706877,125.92410050048396,182.62381892820858,82.32814628342376
2021-01-13,124.76018913347264,51.61373394718194,125.5155464787427,182.360129769956,82.8640081558227
2021-01-14,123.04633087229834,51.61290369473967,124.85492371385097,183.6019576967442,83.3159600421508
2021-01-15,122.72727041079722,51.425786608359104,124.6782771143203,184.20101203955488,84.08042692145956
2021-01-19,122.91204938680904,51.65727565737069,124.89728739818548,183.22056614058388,83.28377041878487
2021-01-20,122.12520207908321,51.9135161959523,124.95156787763914,182.82941066752744,82.56407290471515
2021-01-21,122.10338956535786,52.04657096673465,124.34236491852444,183.78479866433435,82.62380399762925
2021-01-22,121.57254747273718,52.07617797568393,123.9589864322574,183.8364889530971,82.84354701360161
2021-01-25,121.78977378090843,52.01893474953962,123.55482788383388,183.30683520718537,82.96362303369645
2021-01-26,121.59222228455218,51.62581256878263,122.99257693677657,182.61015930709635,82.27888704867469
2021-01-27,122.7803470635316,51.33309169695616,123.04318514693188,182.8953135842396,83.17786663512278
2021-01-28,122.19308753751663,51.507967496195256,122.40273173858029,182.9447530999516,83.29635595154727
2021-01-29,122.43689094897344,51.518235170792764,121.74299288971221,182.6288206460991,82.96325627737362
2021-02-01,122.564393433707,51.677628595496834,121.65619233618766,182.69058833971025,82.64874149728531
2021-02-02,123.2288389128854,51.82922911845512,122.79020034535685,183.0609549824922,82.73846553622124
2021-02-03,122.53619963120921,51.89882364254016,122.4184493726012,182.85388386182547,82.42157649151672
2021-02-04,122.9281288822948,51.79300641733843,122.74594829497175,182.62021205558895,82.33572848782418
2021-02-05,122.95052006695589,51.74356361504585,124.16347638653373,183.5439201575317,83.1189578484904
2021-02-08,123.46685561498485,51.94462386503506,124.00407418506488,184.87689910936945,83.91295440267635
2021-02-09,123.58262559621036,52.13135262269688,124.20236869157529,185.1875656700908,84.2936937928893
2021-02-10,123.46596871726203,51.903534361380224,123.53777634017723,184.6803597749651,83.55733975087375
2021-02-11,123.37259190925752,51.741414173275714,123.69944458090677,184.99798647269463,84.24606179803575
2021-02-12,122.3001635347867,51.790759188191174,123.70515789265978,184.45646245263433,83.82980881399415
2021-02-16,123.89841089952883,51.553929443967704,125.5315051807701,186.51974857386995,84.48795882620354
2021-02-17,122.83914878026592,51.39787207324457,123.27480328753471,185.4424665986696,85.97417512469343
2021-02-18,123.19023301066422,51.37264857152731,123.10705209744226,184.64293142686336,86.04521389412935
2021-02-19,123.18097029857262,51.41136579102376,124.46836312989872,185.047785266734,85.95533157088566
2021-02-22,123.87854319740191,51.463595533564245,123.33327835030069,186.49130218395186,85.18871048075438
2021-02-23,125.00572458061683,51.350559907457296,122.40621918907368,185.97654087694227,84.4481406713227
2021-02-24,124.47502964142998,51.51555730108088,122.97298614345192,187.37822652538014,84.68509614061446
2021-02-25,125.88887585654443,51.40254048023877,123.02823893053161,187.24714629328358,84.45340651999999
2021-02-26,124.98582705009117,51.46808717106903,123.47973519982287,186.4027893889727,84.28012766953744
2021-03-01,126.35631470478373,51.489498845605134,122.46921829476082,188.48478968425917,84.43306119556506
2021-03-02,125.22887679733958,51.34860227938843,121.94532930313086,188.6045984394194,83.96737331979871
2021-03-03,124.88502297079809,51.308108902628724,121.1916382165467,188.5278960388676,83.94495871758444
2021-03-04,125.43746877835288,51.23385443391866,121.60991531454833,186.53654659684162,83.18789259481112
2021-03-05,126.32455740291537,51.33468356262407,120.53103955845562,187.55468149681855,82.96409016543394
2021-03-08,126.79436263745545,51.60458518584186,121.00276946908873,190.41250107196987,84.27197409739198
2021-03-09,126.0062804340214,51.617555176995516,121.86926431149381,189.68885816331064,84.4324357795198
2021-03-10,125.19887738243752,51.8146117861023,120.67758479958015,189.35293997191536,85.14781908105518
2021-03-11,124.84992886538967,51.88331494063437,121.75251507596721,191.09696150892913,85.66680630201103
2021-03-12,125.1686313861058,51.76481732535738,120.01400493380922,191.21210669050694,85.94023665275652
2021-03-15,124.77097508246037,51.67807428027332,120.143120958067,187.53253304463863,85.43717437739728
2021-03-16,124.35204118770714,51.751215477305415,120.64777272278177,187.38398202329074,85.34258599144275
2021-03-17,124.6272300403279,51.83951747884393,120.06086855426425,187.35543700794946,84.98924136824883
2021-03-18,124.71514029712164,52.25976249306608,120.50200693487811,187.22190522961927,85.22232852348293
2021-03-19,122.45254886975687,52.07409811339367,120.97131009424623,187.44077970004028,86.1646413346217
2021-03-22,123.51251493923026,51.730367960714226,120.71687084903225,186.1859085610348,85.59110779697872
2021-03-23,123.37151808690255,51.69911925214523,120.4655172743009,185.86181837574958,86.2628895626188
2021-03-24,124.04013158766618,51.76709840398133,119.73957311525982,185.4570032815809,85.53592448246772
2021-03-25,123.50852986515736,51.73430202211678,118.73341150551441,186.01925625219445,85.42431860313384
2021-03-26,124.26688707495784,52.342159641447786,120.03020470384305,185.43218137596517,86.15428336394639
2021-03-29,124.01268548369706,52.56234108471674,119.92416692340332,185.79486580274772,86.15579671635217
2021-03-30,123.7117288716768,52.71824237174177,119.18152478711507,185.51622080353522,86.4398436974954
2021-03-31,124.1237067838417,52.87641345423186,121.02592003330871,185.23879453276646,86.41892700531542
2021-04-01,123.72786603540013,52.838953366689324,121.70725857555523,185.0799864674065,86.2946583813617
2021-04-05,123.79957947167303,52.92620979550326,121.53561011935841,185.8770137355944,86.63741339830798
2021-04-06,123.59952636694169,52.97572029674924,121.15333251032087,185.6357618611182,86.60154849052799
2021-04-07,123.30694159217038,52.92706919610602,120.50855594905349,185.23853035752578,86.34232126095823
2021-04-08,123.21506216978308,52.892450584079384,122.66385660317331,185.78042422292305,86.16500423035167
2021-04-09,123.08929370929681,53.250841321220754,122.54277617913073,185.2457687591208,86.10953137137527
